SITE,TRANSECT,YEAR,SP_CODE,mean_wet_weight,median_dry_weight,median_wet_weight,mean_dry_weight,NETWORK,PI,QUAD,SIDE,COUNT,AREA,GROUP,DIVISION.FAMILY,COMMON.DIVISION.NAME,SIZE,COMMON.NAME,KINGDOM,PHYLUM,CLASS,ORDER,FAMILY,GENUS,SPECIES,NOTES,geometry,transect_mean_wet_weight,transect_median_dry_weight,transect_median_wet_weight,transect_mean_dry_weight
Calf Island,1,2015,LADI,77.1469859814152,NA,75.77882823503195,NA,KEEN ONE,Byrnes,0,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Fingered Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,Laminaria digitata,NA,"c(-70.8930599503219, 42.3452899977564)",0,NA,0,NA
Calf Island,1,2015,LADI,77.1469859814152,NA,75.77882823503195,NA,KEEN ONE,Byrnes,16,O,4,1,Algae,Phaeophyta,Brown Algae,NA,Fingered Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,Laminaria digitata,NA,"c(-70.8930599503219, 42.3452899977564)",308.5879439256608,NA,303.1153129401278,NA
Calf Island,1,2015,LADI,77.1469859814152,NA,75.77882823503195,NA,KEEN ONE,Byrnes,24,I,1,1,Algae,Phaeophyta,Brown Algae,NA,Fingered Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,Laminaria digitata,NA,"c(-70.8930599503219, 42.3452899977564)",77.1469859814152,NA,75.77882823503195,NA
Calf Island,1,2015,LADI,77.1469859814152,NA,75.77882823503195,NA,KEEN ONE,Byrnes,32,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Fingered Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,Laminaria digitata,NA,"c(-70.8930599503219, 42.3452899977564)",0,NA,0,NA
Calf Island,1,2015,LADI,77.1469859814152,NA,75.77882823503195,NA,KEEN ONE,Byrnes,40,I,2,1,Algae,Phaeophyta,Brown Algae,NA,Fingered Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,Laminaria digitata,NA,"c(-70.8930599503219, 42.3452899977564)",154.2939719628304,NA,151.5576564700639,NA
Calf Island,1,2015,LADI,77.1469859814152,NA,75.77882823503195,NA,KEEN ONE,Byrnes,8,I,2,1,Algae,Phaeophyta,Brown Algae,NA,Fingered Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,Laminaria digitata,NA,"c(-70.8930599503219, 42.3452899977564)",154.2939719628304,NA,151.5576564700639,NA
Calf Island,1,2015,SL,114.4856053819456,7.76217970995191,96.1954594108448,7.76217970995191,KEEN ONE,Byrnes,0,O,4,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,ALL META DATA FROM UPC SHEETS,"c(-70.8930599503219, 42.3452899977564)",457.9424215277824,31.04871883980764,384.7818376433792,31.04871883980764
Calf Island,1,2015,SL,114.4856053819456,7.76217970995191,96.1954594108448,7.76217970995191,KEEN ONE,Byrnes,16,O,4,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,ALL META DATA FROM UPC SHEETS,"c(-70.8930599503219, 42.3452899977564)",457.9424215277824,31.04871883980764,384.7818376433792,31.04871883980764
Calf Island,1,2015,SL,114.4856053819456,7.76217970995191,96.1954594108448,7.76217970995191,KEEN ONE,Byrnes,24,I,8,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,ALL META DATA FROM UPC SHEETS,"c(-70.8930599503219, 42.3452899977564)",915.8848430555648,62.09743767961528,769.5636752867584,62.09743767961528
Calf Island,1,2015,SL,114.4856053819456,7.76217970995191,96.1954594108448,7.76217970995191,KEEN ONE,Byrnes,32,O,4,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,ALL META DATA FROM UPC SHEETS,"c(-70.8930599503219, 42.3452899977564)",457.9424215277824,31.04871883980764,384.7818376433792,31.04871883980764
Calf Island,1,2015,SL,114.4856053819456,7.76217970995191,96.1954594108448,7.76217970995191,KEEN ONE,Byrnes,40,I,5,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,ALL META DATA FROM UPC SHEETS,"c(-70.8930599503219, 42.3452899977564)",572.428026909728,38.81089854975955,480.97729705422404,38.81089854975955
Calf Island,1,2015,SL,114.4856053819456,7.76217970995191,96.1954594108448,7.76217970995191,KEEN ONE,Byrnes,8,I,4,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,ALL META DATA FROM UPC SHEETS,"c(-70.8930599503219, 42.3452899977564)",457.9424215277824,31.04871883980764,384.7818376433792,31.04871883980764
Calf Island,1,2016,AGCL,27.003683384937702,NA,22.4976625480881,NA,KEEN ONE,Byrnes,0,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.89132, 42.345715)",0,NA,0,NA
Calf Island,1,2016,AGCL,27.003683384937702,NA,22.4976625480881,NA,KEEN ONE,Byrnes,16,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.89132, 42.345715)",0,NA,0,NA
Calf Island,1,2016,AGCL,27.003683384937702,NA,22.4976625480881,NA,KEEN ONE,Byrnes,24,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.89132, 42.345715)",0,NA,0,NA
Calf Island,1,2016,AGCL,27.003683384937702,NA,22.4976625480881,NA,KEEN ONE,Byrnes,32,O,3,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.89132, 42.345715)",81.0110501548131,NA,67.4929876442643,NA
Calf Island,1,2016,AGCL,27.003683384937702,NA,22.4976625480881,NA,KEEN ONE,Byrnes,40,I,1,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.89132, 42.345715)",27.003683384937702,NA,22.4976625480881,NA
Calf Island,1,2016,AGCL,27.003683384937702,NA,22.4976625480881,NA,KEEN ONE,Byrnes,8,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.89132, 42.345715)",0,NA,0,NA
Calf Island,1,2016,SL,76.37331019900559,6.391654516751915,76.04209151901665,6.391654516751915,KEEN ONE,Byrnes,0,O,12,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.89132, 42.345715)",916.4797223880671,76.69985420102299,912.5050982281998,76.69985420102299
Calf Island,1,2016,SL,76.37331019900559,6.391654516751915,76.04209151901665,6.391654516751915,KEEN ONE,Byrnes,16,O,10,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.89132, 42.345715)",763.7331019900558,63.916545167519146,760.4209151901665,63.916545167519146
Calf Island,1,2016,SL,76.37331019900559,6.391654516751915,76.04209151901665,6.391654516751915,KEEN ONE,Byrnes,24,I,1,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.89132, 42.345715)",76.37331019900559,6.391654516751915,76.04209151901665,6.391654516751915
Calf Island,1,2016,SL,76.37331019900559,6.391654516751915,76.04209151901665,6.391654516751915,KEEN ONE,Byrnes,32,O,7,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.89132, 42.345715)",534.6131713930391,44.74158161726341,532.2946406331166,44.74158161726341
Calf Island,1,2016,SL,76.37331019900559,6.391654516751915,76.04209151901665,6.391654516751915,KEEN ONE,Byrnes,40,I,6,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.89132, 42.345715)",458.23986119403355,38.34992710051149,456.2525491140999,38.34992710051149
Calf Island,1,2016,SL,76.37331019900559,6.391654516751915,76.04209151901665,6.391654516751915,KEEN ONE,Byrnes,8,I,2,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.89132, 42.345715)",152.74662039801117,12.78330903350383,152.0841830380333,12.78330903350383
Calf Island,1,2017,LADI,84.70623074921139,NA,87.9739367638764,NA,KEEN ONE,Byrnes,0,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Fingered Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,Laminaria digitata,NA,"c(-70.8924, 42.34541)",0,NA,0,NA
Calf Island,1,2017,LADI,84.70623074921139,NA,87.9739367638764,NA,KEEN ONE,Byrnes,16,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Fingered Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,Laminaria digitata,NA,"c(-70.8924, 42.34541)",0,NA,0,NA
Calf Island,1,2017,LADI,84.70623074921139,NA,87.9739367638764,NA,KEEN ONE,Byrnes,24,I,3,1,Algae,Phaeophyta,Brown Algae,NA,Fingered Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,Laminaria digitata,NA,"c(-70.8924, 42.34541)",254.11869224763416,NA,263.9218102916292,NA
Calf Island,1,2017,LADI,84.70623074921139,NA,87.9739367638764,NA,KEEN ONE,Byrnes,32,O,1,1,Algae,Phaeophyta,Brown Algae,NA,Fingered Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,Laminaria digitata,NA,"c(-70.8924, 42.34541)",84.70623074921139,NA,87.9739367638764,NA
Calf Island,1,2017,LADI,84.70623074921139,NA,87.9739367638764,NA,KEEN ONE,Byrnes,40,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Fingered Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,Laminaria digitata,NA,"c(-70.8924, 42.34541)",0,NA,0,NA
Calf Island,1,2017,LADI,84.70623074921139,NA,87.9739367638764,NA,KEEN ONE,Byrnes,8,I,6,1,Algae,Phaeophyta,Brown Algae,NA,Fingered Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,Laminaria digitata,NA,"c(-70.8924, 42.34541)",508.2373844952683,NA,527.8436205832584,NA
Calf Island,1,2017,SL,77.81708974172639,4.935316692577764,55.55980122767145,4.935316692577764,KEEN ONE,Byrnes,0,O,2,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.8924, 42.34541)",155.63417948345278,9.870633385155529,111.1196024553429,9.870633385155529
Calf Island,1,2017,SL,77.81708974172639,4.935316692577764,55.55980122767145,4.935316692577764,KEEN ONE,Byrnes,16,O,9,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.8924, 42.34541)",700.3538076755375,44.41785023319988,500.03821104904307,44.41785023319988
Calf Island,1,2017,SL,77.81708974172639,4.935316692577764,55.55980122767145,4.935316692577764,KEEN ONE,Byrnes,24,I,5,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.8924, 42.34541)",389.08544870863193,24.67658346288882,277.79900613835724,24.67658346288882
Calf Island,1,2017,SL,77.81708974172639,4.935316692577764,55.55980122767145,4.935316692577764,KEEN ONE,Byrnes,32,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.8924, 42.34541)",0,0,0,0
Calf Island,1,2017,SL,77.81708974172639,4.935316692577764,55.55980122767145,4.935316692577764,KEEN ONE,Byrnes,40,I,6,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.8924, 42.34541)",466.90253845035835,29.611900155466586,333.3588073660287,29.611900155466586
Calf Island,1,2017,SL,77.81708974172639,4.935316692577764,55.55980122767145,4.935316692577764,KEEN ONE,Byrnes,8,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.8924, 42.34541)",0,0,0,0
Calf Island,2,2014,LADI,163.4205738015435,NA,163.4205738015435,NA,KEEN ONE,Byrnes,0,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Fingered Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,Laminaria digitata,NA,"c(-70.89385, 42.34416)",0,NA,0,NA
Calf Island,2,2014,LADI,163.4205738015435,NA,163.4205738015435,NA,KEEN ONE,Byrnes,16,O,1,1,Algae,Phaeophyta,Brown Algae,NA,Fingered Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,Laminaria digitata,NA,"c(-70.89385, 42.34416)",163.4205738015435,NA,163.4205738015435,NA
Calf Island,2,2014,LADI,163.4205738015435,NA,163.4205738015435,NA,KEEN ONE,Byrnes,24,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Fingered Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,Laminaria digitata,NA,"c(-70.89385, 42.34416)",0,NA,0,NA
Calf Island,2,2014,LADI,163.4205738015435,NA,163.4205738015435,NA,KEEN ONE,Byrnes,32,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Fingered Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,Laminaria digitata,NA,"c(-70.89385, 42.34416)",0,NA,0,NA
Calf Island,2,2014,LADI,163.4205738015435,NA,163.4205738015435,NA,KEEN ONE,Byrnes,40,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Fingered Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,Laminaria digitata,NA,"c(-70.89385, 42.34416)",0,NA,0,NA
Calf Island,2,2014,LADI,163.4205738015435,NA,163.4205738015435,NA,KEEN ONE,Byrnes,8,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Fingered Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,Laminaria digitata,NA,"c(-70.89385, 42.34416)",0,NA,0,NA
Calf Island,2,2014,SL,66.93180398012348,3.09239558382194,31.4995404228624,3.09239558382194,KEEN ONE,Byrnes,0,O,3,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.89385, 42.34416)",200.79541194037043,9.27718675146582,94.4986212685872,9.27718675146582
Calf Island,2,2014,SL,66.93180398012348,3.09239558382194,31.4995404228624,3.09239558382194,KEEN ONE,Byrnes,16,O,18,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.89385, 42.34416)",1204.7724716422226,55.66312050879492,566.9917276115232,55.66312050879492
Calf Island,2,2014,SL,66.93180398012348,3.09239558382194,31.4995404228624,3.09239558382194,KEEN ONE,Byrnes,24,I,3,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.89385, 42.34416)",200.79541194037043,9.27718675146582,94.4986212685872,9.27718675146582
Calf Island,2,2014,SL,66.93180398012348,3.09239558382194,31.4995404228624,3.09239558382194,KEEN ONE,Byrnes,32,O,17,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.89385, 42.34416)",1137.8406676620991,52.57072492497298,535.4921871886608,52.57072492497298
Calf Island,2,2014,SL,66.93180398012348,3.09239558382194,31.4995404228624,3.09239558382194,KEEN ONE,Byrnes,40,I,3,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.89385, 42.34416)",200.79541194037043,9.27718675146582,94.4986212685872,9.27718675146582
Calf Island,2,2014,SL,66.93180398012348,3.09239558382194,31.4995404228624,3.09239558382194,KEEN ONE,Byrnes,8,I,19,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.89385, 42.34416)",1271.7042756223461,58.75551609261686,598.4912680343856,58.75551609261686
Calf Island,2,2015,AGCL,17.342299100716133,NA,15.7704767424825,NA,KEEN ONE,Byrnes,0,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.8932904526591, 42.3442627117037)",0,NA,0,NA
Calf Island,2,2015,AGCL,17.342299100716133,NA,15.7704767424825,NA,KEEN ONE,Byrnes,16,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.8932904526591, 42.3442627117037)",0,NA,0,NA
Calf Island,2,2015,AGCL,17.342299100716133,NA,15.7704767424825,NA,KEEN ONE,Byrnes,24,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.8932904526591, 42.3442627117037)",0,NA,0,NA
Calf Island,2,2015,AGCL,17.342299100716133,NA,15.7704767424825,NA,KEEN ONE,Byrnes,32,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.8932904526591, 42.3442627117037)",0,NA,0,NA
Calf Island,2,2015,AGCL,17.342299100716133,NA,15.7704767424825,NA,KEEN ONE,Byrnes,40,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.8932904526591, 42.3442627117037)",0,NA,0,NA
Calf Island,2,2015,AGCL,17.342299100716133,NA,15.7704767424825,NA,KEEN ONE,Byrnes,8,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.8932904526591, 42.3442627117037)",0,NA,0,NA
Calf Island,2,2015,LADI,57.29013678685583,NA,57.9199672561687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(-70.8932904526591, 42.3442627117037)",NA,NA,NA,NA
Calf Island,2,2015,SL,70.56249739406663,4.95762494058795,55.864453940377444,4.95762494058795,KEEN ONE,Byrnes,0,O,6,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.8932904526591, 42.3442627117037)",423.3749843643998,29.7457496435277,335.18672364226467,29.7457496435277
Calf Island,2,2015,SL,70.56249739406663,4.95762494058795,55.864453940377444,4.95762494058795,KEEN ONE,Byrnes,16,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.8932904526591, 42.3442627117037)",0,0,0,0
Calf Island,2,2015,SL,70.56249739406663,4.95762494058795,55.864453940377444,4.95762494058795,KEEN ONE,Byrnes,24,I,2,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.8932904526591, 42.3442627117037)",141.12499478813325,9.9152498811759,111.72890788075489,9.9152498811759
Calf Island,2,2015,SL,70.56249739406663,4.95762494058795,55.864453940377444,4.95762494058795,KEEN ONE,Byrnes,32,O,3,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.8932904526591, 42.3442627117037)",211.6874921821999,14.87287482176385,167.59336182113233,14.87287482176385
Calf Island,2,2015,SL,70.56249739406663,4.95762494058795,55.864453940377444,4.95762494058795,KEEN ONE,Byrnes,40,I,3,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.8932904526591, 42.3442627117037)",211.6874921821999,14.87287482176385,167.59336182113233,14.87287482176385
Calf Island,2,2015,SL,70.56249739406663,4.95762494058795,55.864453940377444,4.95762494058795,KEEN ONE,Byrnes,8,I,5,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.8932904526591, 42.3442627117037)",352.8124869703331,24.788124702939747,279.3222697018872,24.788124702939747
Calf Island,2,2016,LADI,51.00668667721385,NA,51.00668667721385,NA,KEEN ONE,Byrnes,0,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Fingered Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,Laminaria digitata,NA,"c(-70.8912, 42.343802)",0,NA,0,NA
Calf Island,2,2016,LADI,51.00668667721385,NA,51.00668667721385,NA,KEEN ONE,Byrnes,16,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Fingered Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,Laminaria digitata,NA,"c(-70.8912, 42.343802)",0,NA,0,NA
Calf Island,2,2016,LADI,51.00668667721385,NA,51.00668667721385,NA,KEEN ONE,Byrnes,24,I,1,1,Algae,Phaeophyta,Brown Algae,NA,Fingered Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,Laminaria digitata,NA,"c(-70.8912, 42.343802)",51.00668667721385,NA,51.00668667721385,NA
Calf Island,2,2016,LADI,51.00668667721385,NA,51.00668667721385,NA,KEEN ONE,Byrnes,32,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Fingered Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,Laminaria digitata,NA,"c(-70.8912, 42.343802)",0,NA,0,NA
Calf Island,2,2016,LADI,51.00668667721385,NA,51.00668667721385,NA,KEEN ONE,Byrnes,40,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Fingered Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,Laminaria digitata,NA,"c(-70.8912, 42.343802)",0,NA,0,NA
Calf Island,2,2016,LADI,51.00668667721385,NA,51.00668667721385,NA,KEEN ONE,Byrnes,8,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Fingered Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,Laminaria digitata,NA,"c(-70.8912, 42.343802)",0,NA,0,NA
Calf Island,2,2016,SL,66.85061962869952,5.58691643015554,64.552666756915,5.58691643015554,KEEN ONE,Byrnes,0,O,3,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.8912, 42.343802)",200.55185888609856,16.76074929046662,193.658000270745,16.76074929046662
Calf Island,2,2016,SL,66.85061962869952,5.58691643015554,64.552666756915,5.58691643015554,KEEN ONE,Byrnes,16,O,23,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.8912, 42.343802)",1537.564251460089,128.4990778935774,1484.711335409045,128.4990778935774
Calf Island,2,2016,SL,66.85061962869952,5.58691643015554,64.552666756915,5.58691643015554,KEEN ONE,Byrnes,24,I,13,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.8912, 42.343802)",869.0580551730937,72.62991359202202,839.184667839895,72.62991359202202
Calf Island,2,2016,SL,66.85061962869952,5.58691643015554,64.552666756915,5.58691643015554,KEEN ONE,Byrnes,32,O,7,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.8912, 42.343802)",467.95433740089663,39.10841501108878,451.868667298405,39.10841501108878
Calf Island,2,2016,SL,66.85061962869952,5.58691643015554,64.552666756915,5.58691643015554,KEEN ONE,Byrnes,40,I,12,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.8912, 42.343802)",802.2074355443942,67.04299716186648,774.63200108298,67.04299716186648
